Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Retail,2025 Q3,All,2025 Q2,Albany - NY USA - Saratoga County (Cluster),14298579,18.75,55279,30154,2.6432765647769%,1419
Retail,2025 Q3,All,2025 Q2,Albany - NY USA - Saratoga County,14298579,18.75,55279,30154,2.6432765647769%,1419
Retail,2025 Q3,All,2025 Q2,Albany - NY USA - Schoharie County (Cluster),2602744,11.95,-3081,-322,1.13192079588771%,280
Retail,2025 Q3,All,2025 Q2,Albany - NY USA - Schoharie County,2602744,11.95,-3081,-322,1.13192079588771%,280
Retail,2025 Q3,All,2025 Q2,Albany - NY USA - W Outer Albany County (Cluster),6746535,22.21,31976,-920,5.37930950522423%,495
Retail,2025 Q3,All,2025 Q2,Albany - NY USA - W Outer Albany County,6746535,22.21,31976,-920,5.37930950522423%,495
Retail,2025 Q3,All,2025 Q2,Albany - OR USA - Linn County (Cluster),7357538,14.51,-148534,61585,2.92808543890715%,860
Retail,2025 Q3,All,2025 Q2,Albany - OR USA - Linn County,7357538,14.51,-148534,61585,2.92808543890715%,860
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Airport (Cluster),281164,24.24,6536,2809,2.88941692560911%,56
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Airport,281164,24.24,6536,2809,2.88941692560911%,56
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Cottonwood (Cluster),4683347,22.69,-23320,-427,4.55710403621197%,184
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Cottonwood,4683347,22.69,-23320,-427,4.55710403621197%,184
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Downtown (Cluster),2388969,18.12,47372,-97,2.98392325639725%,449
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Downtown,2388969,18.12,47372,-97,2.98392325639725%,449
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - East Outlying (Cluster),1130450,16.52,-10976,-70,1.47622628137469%,135
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - East Outlying,1130450,16.52,-10976,-70,1.47622628137469%,135
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Far Northeast Heights (Cluster),4836610,23.91,13588,1972,2.25505046546459%,379
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Far Northeast Heights,4836610,23.91,13588,1972,2.25505046546459%,379
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Kirtland AF Base (Cluster),14131,19.56,-14,,0.0990729546174407%,4
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Kirtland AF Base,14131,19.56,-14,,0.0990729546174407%,4
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Los Lunas Corridor (Cluster),3955088,15.59,1161,8522,1.57832130789757%,553
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Los Lunas Corridor,3955088,15.59,1161,8522,1.57832130789757%,553
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Mesa Del Sol (Cluster),1500,18.2,-1,,0.0666666659526527%,1
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Mesa Del Sol,1500,18.2,-1,,0.0666666659526527%,1
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - North I-25 (Cluster),6257051,19.29,-13935,-514,3.0079985037446%,394
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - North I-25,6257051,19.29,-13935,-514,3.0079985037446%,394
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - North Outlying (Cluster),438509,19.2,2447,5984,1.24330399557948%,88
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - North Outlying,438509,19.2,2447,5984,1.24330399557948%,88
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - North Valley (Cluster),2896398,16.92,-14808,30859,2.66883205622435%,475
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - North Valley,2896398,16.92,-14808,30859,2.66883205622435%,475
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Northeast Heights (Cluster),6535925,16.91,31005,-6513,4.67829741537571%,665
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Northeast Heights,6535925,16.91,31005,-6513,4.67829741537571%,665
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Rio Rancho (Cluster),3880178,20.4,86055,26204,3.85075099766254%,333
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Rio Rancho,3880178,20.4,86055,26204,3.85075099766254%,333
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - SE Outlying (Cluster),168197,16.12,-176,-6,0.10166650172323%,29
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - SE Outlying,168197,16.12,-176,-6,0.10166650172323%,29
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - South Valley (Cluster),3577334,18.87,47447,15340,1.29166021943092%,535
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - South Valley,3577334,18.87,47447,15340,1.29166021943092%,535
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Southeast Heights (Cluster),5403876,15.69,-20197,-334,4.02372293174267%,698
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Southeast Heights,5403876,15.69,-20197,-334,4.02372293174267%,698
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Torrance County (Cluster),649330,12.44,1233,-27,0.102259253617376%,116
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Torrance County,649330,12.44,1233,-27,0.102259253617376%,116
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - University (Cluster),2825213,17.82,-78127,-2392,13.564994931221%,465
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - University,2825213,17.82,-78127,-2392,13.564994931221%,465
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Uptown (Cluster),3208163,26.05,43318,-299,1.17877423763275%,95
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - Uptown,3208163,26.05,43318,-299,1.17877423763275%,95
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - West Mesa (Cluster),4248851,22.51,66743,23401,0.734622124582529%,384
Retail,2025 Q3,All,2025 Q2,Albuquerque - NM USA - West Mesa,4248851,22.51,66743,23401,0.734622124582529%,384
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Abbott/DeArmoun-30 (Cluster),231843,21.73,-350,-23,0.141475046984851%,12
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Abbott/DeArmoun-30,231843,21.73,-350,-23,0.141475046984851%,12
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Boniface/Muldoon-45 (Cluster),1008119,22.31,-13050,-97,2.55713853985071%,38
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Boniface/Muldoon-45,1008119,22.31,-13050,-97,2.55713853985071%,38
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Dimond South-20 (Cluster),3470071,23.09,-1913,-358,5.70743381977081%,106
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Dimond South-20,3470071,23.09,-1913,-358,5.70743381977081%,106
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Downtown-5 (Cluster),1947820,22.9,-2205,-150,0.177429127506912%,187
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Downtown-5,1947820,22.9,-2205,-150,0.177429127506912%,187
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - E Tudor/Abbott-35 (Cluster),711293,23.53,-2866,-51,0.395758170634508%,66
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - E Tudor/Abbott-35,711293,23.53,-2866,-51,0.395758170634508%,66
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Ft Rich/Birchwood-90 (Cluster),1112782,23.43,-4628,-105,0.858389120548964%,51
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Ft Rich/Birchwood-90,1112782,23.43,-4628,-105,0.858389120548964%,51
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Mat-Su Business Region (Cluster),4050345,25.64,-28389,-353,0.922193005681038%,282
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Mat-Su Business Region,4050345,25.64,-28389,-353,0.922193005681038%,282
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Outlying Anchorage (Cluster),240291,27.2,-420,-20,0.166464829817414%,18
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Outlying Anchorage,240291,27.2,-420,-20,0.166464829817414%,18
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Post Rd/Glenn (Cluster),1883360,22.09,10940,-181,0.438949558883905%,86
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Post Rd/Glenn,1883360,22.09,10940,-181,0.438949558883905%,86
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - S Birchwood/Eklutna-100 (Cluster),34163,25.53,-58,-2,0.163920025806874%,4
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - S Birchwood/Eklutna-100,34163,25.53,-58,-2,0.163920025806874%,4
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Seward Hwy/Boniface-40 (Cluster),1737890,21.52,-226016,-165,20.7765743136406%,84
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Seward Hwy/Boniface-40,1737890,21.52,-226016,-165,20.7765743136406%,84
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Spenard-10 (Cluster),4046019,26.37,20055,-363,3.12462691217661%,224
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Spenard-10,4046019,26.37,20055,-363,3.12462691217661%,224
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Turnagain Arm-101 (Cluster),26738,28.6,-43,,0.160819804295897%,7
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - Turnagain Arm-101,26738,28.6,-43,,0.160819804295897%,7
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - W Tudor/Dimond-15 (Cluster),2130717,23.95,-1961,-174,1.31913339719176%,162
Retail,2025 Q3,All,2025 Q2,Anchorage - AK USA - W Tudor/Dimond-15,2130717,23.95,-1961,-174,1.31913339719176%,162
Retail,2025 Q3,All,2025 Q2,Ann Arbor - MI USA - Washtenaw (Cluster),19030210,21.65,-10229,4775,3.87233756482601%,1935
Retail,2025 Q3,All,2025 Q2,Ann Arbor - MI USA - Washtenaw E of 23,5790979,17.34,-53056,-838,6.40798360109329%,699
Retail,2025 Q3,All,2025 Q2,Ann Arbor - MI USA - Washtenaw W of 23,13239231,23.54,42827,5613,2.76321936398745%,1236
Retail,2025 Q3,All,2025 Q2,Appleton - WI USA - Calumet County (Cluster),2273679,10.22,24144,-3308,1.159090641886%,197
Retail,2025 Q3,All,2025 Q2,Appleton - WI USA - Calumet County,2273679,10.22,24144,-3308,1.159090641886%,197
Retail,2025 Q3,All,2025 Q2,Appleton - WI USA - Outagamie County (Cluster),17140452,13.08,-33035,6954,3.1578104943037%,1368
Retail,2025 Q3,All,2025 Q2,Appleton - WI USA - Outagamie County,17140452,13.08,-33035,6954,3.1578104943037%,1368
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Buncombe County (Cluster),5103629,16.31,-5720,-2326,1.61404758691788%,543
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Buncombe County,5103629,16.31,-5720,-2326,1.61404758691788%,543
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Central Asheville (Cluster),4509973,26.12,-166524,-672,5.49295954406261%,303
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Central Asheville,4509973,26.12,-166524,-672,5.49295954406261%,303
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Downtown Asheville (Cluster),1267244,23.86,-25981,-156,3.59851755201817%,161
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Downtown Asheville,1267244,23.86,-25981,-156,3.59851755201817%,161
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - East Asheville (Cluster),1345281,17.54,-21110,-195,2.69742906093597%,97
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - East Asheville,1345281,17.54,-21110,-195,2.69742906093597%,97
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Haywood County (Cluster),4231548,14.81,22391,-575,0.71690077893436%,431
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Haywood County,4231548,14.81,22391,-575,0.71690077893436%,431
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Henderson County (Cluster),6302264,16.05,18485,-889,1.64499618113041%,554
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Henderson County,6302264,16.05,18485,-889,1.64499618113041%,554
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Madison County (Cluster),524486,15.41,12698,-64,0.106580532155931%,73
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - Madison County,524486,15.41,12698,-64,0.106580532155931%,73
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - North Asheville (Cluster),1097946,25.95,2940,-131,1.06999799609184%,141
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - North Asheville,1097946,25.95,2940,-131,1.06999799609184%,141
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - S Asheville/Royal Pines (Cluster),3718097,25.54,-924,4088,0.990399159491062%,288
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - S Asheville/Royal Pines,3718097,25.54,-924,4088,0.990399159491062%,288
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - West Asheville (Cluster),3819120,20.59,12144,-515,0.957786105573177%,387
Retail,2025 Q3,All,2025 Q2,Asheville - NC USA - West Asheville,3819120,20.59,12144,-515,0.957786105573177%,387
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Bartow/Cartersville,5672107,18.69,32340,65976,1.92394107580185%,576
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Buckhead  (Cluster),12880604,39.71,17933,154263,2.52895746380091%,703
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Buckhead/Lenox,12880604,39.71,17933,154263,2.52895746380091%,703
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - CBD,5360690,32.02,-11565,407,8.38737189769745%,663
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Central Atl  (Cluster),12165151,31.59,-70571,71520,7.01607391238213%,1340
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Central Perimeter  (Cluster),10337659,33.22,-115249,8434,4.94234710931778%,524
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Chamblee/Doraville,5657610,25.78,-46399,29389,1.86835080385208%,436
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Chattahoochee,1351253,19.58,-13734,-217,1.64684187620878%,235
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Cherokee/Woodstock,14683754,22.92,83358,61437,1.48729681968689%,1148
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - College Park/SW Atl,8229262,17.56,-347195,46892,9.08984318375587%,1070
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Coweta County  (Cluster),9148251,21.14,10178,71995,1.97280328720808%,719
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Coweta County,9148251,21.14,10178,71995,1.97280328720808%,719
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Cumberland/Galleria,9346735,27.79,-63004,-900,2.40781400352716%,641
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Cumming/Forsyth Cnty,13411614,25.13,-136578,27198,2.08480507135391%,1014
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Dawson County,2978754,24.66,-17291,4793,1.04691423475742%,213
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Decatur/East Atl,7461959,21.61,25697,26420,3.99496965110302%,774
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Dekalb  (Cluster),30089505,23.02,-43272,76151,5.02252876758575%,2681
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Fayette/Peachtree,9525815,22.59,-151474,25337,4.97912243008614%,639
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Forest Park/Morrow,12255376,18.08,-57943,706,2.8783205896616%,1120
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Georgia 400  (Cluster),39194365,27.81,-27061,238957,3.82085554301739%,2555
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Gwinnett  (Cluster),68816365,23.58,-88973,266657,5.0504207611084%,4496
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Gwinnett Mall/Duluth,19251553,25.05,-162424,56492,8.29021409153938%,939
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Haralson County,1056714,12.72,13737,-179,0.151602039113641%,168
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Heard County,177893,17.33,-292,-28,0.14840381918475%,30
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Jasper County,249973,17.76,-414,-43,0.14841603115201%,40
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Kennesaw/NW Cobb,14259784,22.13,-53020,28145,3.29979062080383%,1154
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Lamar County,1005395,16.69,87,-178,0.150786503218114%,137
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Lawrenceville/Dacula,9357000,23.33,130905,137114,4.53072562813759%,744
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Lilburn/Snellville,9413383,21.14,-151051,4996,5.6775975972414%,646
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Lithonia/Conyers,14767808,18.8,5328,10619,5.06849102675915%,1156
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - McDonough/Butts,6878774,18.78,-23789,15126,2.77428794652224%,697
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Meriwether County,731831,18.77,-5574,-128,2.79477089643478%,114
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Midtown/Brookwood,5453208,34.14,-45272,71330,6.99848607182503%,442
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Norcross/Peachtree,10729689,21.46,72166,4457,4.6223521232605%,809
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - North Cobb  (Cluster),49727669,22.41,-187679,173198,3.66387777030468%,3886
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Northlake/I-85,7415674,27.06,-134080,-1480,9.69945564866066%,561
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Paulding Cnty/Dallas,6094388,20.87,77446,4763,1.54071254655719%,480
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Pickens County,2142253,16.16,17961,18398,2.94213611632586%,237
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Pike County,298593,15.8,-497,-52,0.149367202538997%,45
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Powder Spring/Austell,11501036,19.74,-19762,120364,3.72582077980042%,1071
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Riverdale/Jonesboro,15056998,18.76,-45377,99573,4.10817600786686%,1106
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Roswell/Alpharetta,22803997,29.8,126808,206966,5.20421490073204%,1328
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - S Fulton/Union City,8580727,20.25,7688,37272,2.86458246409893%,710
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Sandy Spring/N Ctrl,10337659,33.22,-115249,8434,4.94234710931778%,524
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - SE Atlanta,3532391,26.37,-121855,40521,13.7497514486313%,419
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - South Atlanta  (Cluster),39074027,18.99,-572370,187692,5.6432344019413%,3715
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - South Cobb  (Cluster),20847771,23.35,-82766,119464,3.13491560518742%,1712
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - South Metropolitan  (Cluster),40654528,19.4,-219540,49259,3.93254607915878%,3459
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Stone Mtn/Clarkston,9554262,19.35,111510,21822,4.06276285648346%,910
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Suwanee/Buford,16163270,26.5,71556,25383,1.80709101259708%,980
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Town Center/Marietta,12969771,24.83,-268318,-758,7.4085421860218%,771
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Villa Rica/W Outlying,12591681,19.28,-182270,-2464,4.44198846817017%,1094
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - W Carroll County,4473729,17.11,28183,21868,1.67245268821716%,399
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - W Henry/Spalding,7196339,17.67,-43207,-1422,2.25570257753134%,631
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - Walton County,3901470,16.48,-50125,38215,3.41097079217434%,378
Retail,2025 Q3,All,2025 Q2,Atlanta - GA USA - West Metropolitan  (Cluster),32975132,19.31,-55508,61232,2.95891761779785%,2881
Retail,2025 Q3,All,2025 Q2,Atlantic City - NJ USA - Atlantic City/Hammonton (Cluster),18500011,18.04,-68431,-4761,5.09053207933903%,1847
Retail,2025 Q3,All,2025 Q2,Atlantic City - NJ USA - Atlantic City/Hammonton,18500011,18.04,-68431,-4761,5.09053207933903%,1847
Retail,2025 Q3,All,2025 Q2,Auburn-Opelika - AL USA - Lee County (Cluster),8040578,21.32,-48104,6467,2.93511245399714%,607
Retail,2025 Q3,All,2025 Q2,Auburn-Opelika - AL USA - Lee County,8040578,21.32,-48104,6467,2.93511245399714%,607
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Burke County (Cluster),754648,14.12,-810,-97,0.0947461579926312%,77
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Burke County,754648,14.12,-810,-97,0.0947461579926312%,77
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Downtown Augusta (Cluster),3298450,12.92,-60280,25485,5.46878091990948%,453
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Downtown Augusta,3298450,12.92,-60280,25485,5.46878091990948%,453
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Edgefield County (Cluster),534790,11.82,-7215,-51,4.4559545814991%,91
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Edgefield County,534790,11.82,-7215,-51,4.4559545814991%,91
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Evans/Martinez (Cluster),4754830,19.21,25342,28557,2.30704359710217%,417
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Evans/Martinez,4754830,19.21,25342,28557,2.30704359710217%,417
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - McDuffie County (Cluster),1289082,10.79,4215,20790,7.21164345741272%,131
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - McDuffie County,1289082,10.79,4215,20790,7.21164345741272%,131
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - North Augusta (Cluster),2903269,16.39,-75,24092,6.00498951971531%,307
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - North Augusta,2903269,16.39,-75,24092,6.00498951971531%,307
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - North Richmond County (Cluster),5978856,20.55,47436,-897,6.53407573699951%,398
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - North Richmond County,5978856,20.55,47436,-897,6.53407573699951%,398
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Aiken County (Cluster),8606185,17.08,34566,109511,3.85102108120918%,993
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Aiken County,8606185,17.08,34566,109511,3.85102108120918%,993
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Columbia County (Cluster),3160358,25.92,8316,15026,1.26210385933518%,265
Retail,2025 Q3,All,2025 Q2,Augusta - GA USA - Outlying Columbia County,3160358,25.92,8316,15026,1.26210385933518%,265
